,true_values,pred_probs,titles,pred
6067,0.0,0.5061757498025863,Reindeer accident hospitalizes 12 Finnish soldiers in Lapland,1.0
4313,0.0,0.5485641315311794,Yahoo redesigns its logo to remind you that Yahoo exists,1.0
10344,1.0,0.44385759365137184,Justin Trudeau Unveils Plan To Meet Healthcare Needs Of Canada’s Aging Prog Rockers,0.0
16056,1.0,0.434358255877315,Prince Harry Engaged To Woman Who Will Never Love Him The Way 29-Year-Old Idahoan Graphic Designer Jennie Hoffman Does,0.0
474,0.0,0.6387714471381385,พรีวิว พรีเมียร์ลีก : “แดงเดือด” แมนเชสเตอร์ ยูไนเต็ด VS ลิเวอร์พูล,1.0
4508,0.0,0.5227943496346299,‘Shallow’ hit-maker Mark Ronson comes out as sapiosexual,1.0
9628,1.0,0.0661544813209935,"Santorum Now Viciously Condemning Homosexuals, Minorities, Women For $100,000 Speaking Fee",0.0
3931,0.0,0.8860690601982527,"Baseball games have steadily gotten longer, but some fans have embraced the slower place by knitting sweaters, mittens and scarves in the stands",1.0
4780,0.0,0.8168770025038878,"Driver tries to outrun trooper, thinks squad car only has V-6",1.0
2588,0.0,0.9826812771723672,30 stone man denies eating fast-food every night has anything to do with his weight,1.0
1896,0.0,0.5367008154294008,Afghan Town’s First Female Mayor Awaits Her Assassination,1.0
1460,0.0,0.936140817409807,Stuart Little leads art historian to long-lost Hungarian masterpiece,1.0
11369,1.0,0.3502432798692214,Buy Partisan,0.0
3497,0.0,0.6971749143884961,John Kelly reportedly used to mute the line during calls with world leaders to urge Trump not to discuss sensitive topics,1.0
13349,1.0,0.4907912567728257,Advocate against white privelage,0.0
9774,1.0,0.28719278560263967,Three-Year-Old Gets Carried Away,0.0
2788,0.0,0.6441312789150078,University and College Union apologises after failing to include Jews on list of groups of Holocaust victims,1.0
12254,1.0,0.20289203371322265,Are Reality Shows Setting Unrealistic Standards For Skanks?,0.0
10625,1.0,0.44246288401258094,"Everyone In Middle East Given Own Country In 317,000,000-State Solution",0.0
7129,0.0,0.7165025324411055,The MTA Is Getting Tired Of Having To Retrieve AirPods From Subway Tracks,1.0
3442,0.0,0.6433287339113622,Yeh Rishta Kya Kehlata Hai - 30th September 2019 | Today Latest Episode ...,1.0
3741,0.0,0.8950192037445127,How to Eat Out a Non-Op Trans Woman,1.0
973,0.0,0.8682352720448666,Report: Rockets were shocked at how poorly Carmelo Anthony performed in their defensive scheme,1.0
2130,0.0,0.9193029727649936,Can you follow me here please,1.0
5346,0.0,0.7452494401446993,Hulk smash out of EU,1.0
5312,0.0,0.5678601753685187,Probably Not Good Idea for Brett Kavanaugh to Sue for Libel over Sex Assault Allegations,1.0
14648,1.0,0.4058132876324937,Depressed Businessman Takes 16 Power Naps A Day,0.0
11623,1.0,0.3671162863830254,Extremely Brave: Strong President Donald Trump Is Courageously Sitting On His Toilet In A Gas Mask While The White House Gets Fumigated,0.0
8242,1.0,0.47855728619039306,Ed Sheeran Announces Plan To Give Public Well-Deserved Break From His Music,0.0
196,0.0,0.6033376865633306,Artificial skin creates first ticklish devices,1.0
7637,0.0,0.7949560684835535,I wonder what it smells like,1.0
8707,1.0,0.10234747252545216,National Security Crisis: President Trump’s New Ponytail Is Stuck In The White House Fax Machine After He Tried To Fax An Image Of It To Xi Jinping To Make Him Jealous,0.0
6632,0.0,0.5221692513381793,That's some good soup,1.0
3813,0.0,0.8860136528524359,Prince Andrew’s sex abuse accuser tried to extort millions out of Victoria’s Secret boss Les Wexner,1.0
417,0.0,0.8006966552183468,I actually thought this was an onion article,1.0
13709,1.0,0.3371534167804742,Air Force Uncovers LSD Use Among Airmen Guarding Nuclear Missiles,0.0
8382,1.0,0.3279060402809001,"Hahaha, that’s a funny Onio...CNN! Has The Onion become reality?",0.0
11092,1.0,0.11935880384807243,VH1 Reality Show Bus Crashes In California Causing Major Slut Spill,0.0
5644,0.0,0.5783386324672941,One-year-old prescribed antidepressants by NHS in Scotland,1.0
13486,1.0,0.006302011321847959,"Darknet Plug.. xanies, oxys, hydros, roxys, etc . Wickr ID : alphapro007 . Fast #delivery, overnight, best prices",0.0
12014,1.0,0.37337683245538433,Last Living California Raisin Dies Of Prostate Cancer,0.0
11193,1.0,0.381924940903825,California Sets Goal Of 100% Clean Energy By 2045,0.0
4421,0.0,0.5221744714258395,"Queen heads to church service at Balmoral with royals, but no sign of Prince Andrew",1.0
2925,0.0,0.5099827360086876,"Employer ""warns"" other applicants of the perils of social media by body shaming applicant.",1.0
5408,0.0,0.5445784634104094,Cigarettes: a healthy alternative to vaping,1.0
6581,0.0,0.8118137739763313,"Trump family ‘dynasty’ will ‘last for decades,’ 2020 campaign chief says",1.0
9743,1.0,0.30678413757285766,USC Insists Lori Loughlin’s Daughter Was Admitted Solely Based On Socioeconomic Background,0.0
2132,0.0,0.6663672687103469,Star Wars Jedi Fallen Order PC spec recommends 32GB RAM,1.0
9823,1.0,0.4413333821445377,R. Kelly transferred to a Youth Detention Center.,0.0
11660,1.0,0.4831130007621081,Applebee’s Steak Sent Back For Not Being Properly Slathered,0.0
8013,1.0,0.26182091573025157,Police Union Decries Egregious Carriage Of Justice In Amber Guyger Murder Conviction,0.0
443,0.0,0.7571160893797021,Grown man steals little girl’s bike and rides off on it,1.0
7395,0.0,0.765111834708306,Not sure if this has been posted here yet.,1.0
4336,0.0,0.6044112761719157,A gay Imam hopes to open one of the first LGBT+ friendly mosques,1.0
11605,1.0,0.23199125788020702,An anonymous 4chan post could help solve a 25-year-old math mystery,0.0
49,0.0,0.8116411939510924,Why WeWork founder Adam Neumann is getting $1.7 billion to leave the company he ran into the ground,1.0
2885,0.0,0.6507092102945001,Man Gored By Bison Brings Date Back To Exact Same Trail Where She Is Promptly Gored By Same Bison,1.0
5265,0.0,0.5948329401773941,New Airbus planes will track when you go to the bathroom,1.0
1399,0.0,0.531930721986366,The Uprising,1.0
4657,0.0,0.6632044142787037,Gardner Minshew Smashed Own Hand with Hammer to Keep College Eligibility,1.0
15408,1.0,0.19594821945756224,Popsicle Reintroduces Beloved 'Plain' Flavor,0.0
4705,0.0,0.6839775343739899,Roughriders apologize to beef producers for ad that showed fans eating Beyond Meat burgers,1.0
3711,0.0,0.5832397830002541,The Libertarians on the Anti-Krugman Cruise Just Want to Be Left Alone,1.0
3033,0.0,0.9107817813441924,"No, El Chapo didn’t testify that Comey laundered $150 million for Pelosi",1.0
681,0.0,0.5453538399068276,Kevin Gates Shares Hilarious Reason He Decided to Lose Weight - XXL,1.0
4956,0.0,0.508389269352738,Norway presents a building that creates more energy than it consumes,1.0
8615,1.0,0.0544170031420594,Cops Cleared On Corruption Charges After Implicating Decorated Police Dog,0.0
12633,1.0,0.41777864695643585,Record Number Died In Opioid Epidemic In 2017,0.0
8852,1.0,0.15452712464638993,New Louisiana Abortion Law Requires Fetuses Be Given Jazz Funeral March Through The French Quarter,0.0
6032,0.0,0.6269852413130784,"Facing criticism, Westminster Mayor Tri Ta proposes resolution condemning ‘abettors’ of communism",1.0
4485,0.0,0.6109507148882384,OJ Simpson offers LEGAL ADVICE,1.0
1842,0.0,0.8057973306658426,The NBA prides itself about freedom of speech yet it is silenced by China,1.0
1684,0.0,0.9443059828865901,Trump: Biden ‘understood how to kiss Barack Obama’s ass’,1.0
14664,1.0,0.45737344289844073,"Recently Discovered 13,000-Year-Old Footprints Reveal Humans Danced The Charleston Earlier Than First Thought",0.0
13938,1.0,0.11877879825565471,"Here Are The Best Moments From Our ""Ask Questions At Me"" With 'Slip ’N Slide Haircut' Host Claudia Pla’ant",0.0
17022,1.0,0.4353444417740393,"Aides Say Bannon Was Not On The Record When He Issued Deafening, Atonal Howl That Caused Journalist’s Skull To Explode",0.0
15682,1.0,0.006297956128351884,"Larry Nassar: 'Who Among Us Hasn't Made A Mistake Repeatedly And With Wild, Shameless Abandon?'",0.0
4904,0.0,0.891705557551382,Woman files for divorce for going through ‘hell’ because of husband’s ‘extreme love’,1.0
7095,0.0,0.5281014736139393,This belongs here right?,1.0
10909,1.0,0.3513684364820328,Flakes On A Plain,0.0
7953,1.0,1.4652097245127054e-05,"'Buddhist aliens' have visited 'Thailand’s Area 51' and predicted World War 3 - ""Police have tried to shut down UFO cult, and say they’ll arrest aliens if they can""",0.0
12865,1.0,0.09090516242068536,Turkey to return Eurovision 'if no more bearded divas',0.0
996,0.0,0.598730104114585,Straight outta Kansas,1.0
14833,1.0,0.45133943154134853,Damning Evidence Shows Actor Al Jolson Wearing Blackface,0.0
1490,0.0,0.9966100936338889,"Amabest New Egg Cooker - 7 Egg Capacity Electric Egg Cooker with an Egg Slicer for Hard Boiled Egg, Poached Egg, Scrambled Egg, Salad with Egg, Omelets, Nutrition Egg with Auto Shut Off Feature",1.0
5611,0.0,0.850551385133515,"Lab rats play hide-and-seek for the fun of it, new study shows",1.0
16503,1.0,0.45715701017895416,Report: Nothing Wrong With A Good Old-Fashioned Ham And Cheese Sandwich,0.0
16009,1.0,0.2569026978698472,Trump Retweets Video from Anti-Muslim Hate Group,0.0
14145,1.0,0.2222938175528118,Amazon Fires Warehouse Worker Who Took Unauthorized Breath,0.0
6690,0.0,0.5078140955394874,Half of Scots Oppose Ban on Two-For-One Foods,1.0
13229,1.0,0.23248303705541332,"Ducks Go Quack, Chickens Say Cluck - Onion Talks",0.0
9588,1.0,0.447469318875925,Family Members Locked In Heated Bidding War To Convince Cat To Sleep In Their Bed,0.0
3471,0.0,0.5983216173314578,Robert De Niro on criticism he gets from Fox News for Trump opposition: ‘F-ck ’em,1.0
3208,0.0,0.5042114314103543,Your Beef Stew Needs Ketchup,1.0
12817,1.0,0.3936083874519028,Selfish Missouri Voters Reject Anti-Union Law After Everything Bosses Have Done For Them,0.0
6732,0.0,0.6384041234306219,Facebook has leaked 419 million phone numbers,1.0
12336,1.0,0.20550760295322068,Survey Finds Majority Of Autonomous Car Crashes In California Caused By Human Error,0.0
12653,1.0,0.27336978748150187,Intelligence Setback: The CIA Is In Crisis Mode After ISIS Made Its Instagram Private,0.0
2922,0.0,0.5722509706993036,Mouse Falls From White House Ceiling Onto TV Reporter,1.0
14746,1.0,0.34882566069251514,"A Qatari ""Most Wanted"" terrorist finishes second in a Qatari-sponsored triathlon",0.0
6400,0.0,0.7008021829002251,Uganda runs out of condoms,1.0
5012,0.0,0.6622326681778781,"Update on the big, dumb gravel pit at Colfax and Broadway: It’s still a gravel pit",1.0
10675,1.0,0.25387116202368926,Ancient Space [Online Game Code] is 75% OFF,0.0
11136,1.0,0.09486569341619124,"GM Announces Money Saved From Layoffs To Fund Massive Investment In Lake Homes, Private Jets",0.0
17050,1.0,0.25481793790686125,"Google, GoDaddy Pull Registration For Neo-Nazi Site",0.0
2896,0.0,0.9384294528886935,Win-Win-Heart-Attack-Dinner,1.0
15524,1.0,0.46378287150517367,"The Secret To My 65-Year Marriage Is Trust, Respect, And Threatening To Kill Myself If She Leaves",0.0
6770,0.0,0.5323091849556479,Oh boy,1.0
2325,0.0,0.6497037816974758,I checked and double checked and triple checked. They really do sell this giant TP roll with stand.,1.0
7290,0.0,0.8045838940828269,Justice Kavanaugh spotted spending down time taking part in running race,1.0
8287,1.0,0.49786952317303057,"ALERT: This 16-Year-Old Girl Is Believed To Be Missing, Please Be On The Lookout For A—Oh Wait, She’s Right Here, Nevermind",0.0
14644,1.0,0.3603676133337195,Yankees Eliminate Longstanding ‘No Pubic Hair’ Policy,0.0
39,0.0,0.9540012484042794,It’s hit men all the way down,1.0
13865,1.0,0.3133191534914121,Authorities Say Dozens Of Bystanders Failed To Act As Man Went About His Life,0.0
4112,0.0,0.655422394848506,Super serial guys,1.0
4512,0.0,0.8272462837994172,"Pregnant Mom Kills Home Invader in Justified Shooting, Now Going To Prison For the Gun She Used",1.0
13189,1.0,0.3571775707183852,I Am The Famous Ape Inspector Jane Goodall. Ask Me Anything About Apes And Living In The Jungle With Them.,0.0
16923,1.0,0.33176146975178966,7 Things Women Wish Men Would Do During Sex,0.0
6916,0.0,0.5186402543827878,Yummy!,1.0
14979,1.0,0.28032511422743306,Britain Blames Russia For Poisoning Of Former Spy,0.0
6094,0.0,0.6177540166664219,Mental health pastor dies by suicide,1.0
12630,1.0,0.45238568303830856,Doctors Clear Ben Roethlisberger For Unwanted Contact,0.0
2461,0.0,0.8792172323700721,This Lesser-Known (But Super Common) Dryer Setting Will Save You Hours of Ironing,1.0
7693,0.0,0.8493398490831782,Crazy old man who wants to give everyone everything for free wants India to gift Kashmir to Jihadis,1.0
15079,1.0,0.07926931401593322,Doctor Performs Brain Surgery On Wrong Patient,0.0
1557,0.0,0.7931949115150153,Secret Service visit home of activist who ‘glitter bombed’ Trump,1.0
6746,0.0,0.8057770591136659,How will we ever survive?,1.0
6734,0.0,0.7825432504600562,Married chef dupes single mother into ‘exorcism sex’ to purge her bewitched son,1.0
4470,0.0,0.7616999690525503,This title is just insanity,1.0
15584,1.0,0.005665941831339307,Tennessee man flips car five times after letting 'Jesus take the wheel',0.0
8986,1.0,0.2783435945384596,Aides Request John Bolton Please Stop Setting Fire To Middle East Tactical Map,0.0
15050,1.0,0.40864616146760047,"When This Woman Was Told She Couldn't Vote, She Quietly Obeyed The Law Isn't That Inspiring In Its Own Way?",0.0
6514,0.0,0.5302325896392572,Old but gold,1.0
1158,0.0,0.7336928278592493,NJ Transit Plans Nicer Stations Where Riders Can Wait Out Delays,1.0
4317,0.0,0.5630396908610135,Cast Net Fishing | Best Catch Fishing in The River # 9,1.0
1031,0.0,0.592774522008186,"Donald Trump has kept his imaginary friend throughout his entire life and his name is ""Zippy""",1.0
3702,0.0,0.7722141288975478,NUS undergrad molester avoids jail because he has good grades &amp; ‘potential to excel in life’,1.0
11336,1.0,0.46221530463471244,"Emmanuel Macron Calls For ‘True European Army’ Against U.S., Chinese Threats",0.0
1086,0.0,0.8762252142559206,"No happy ending for the 93,000 Kazakh domains that got nixed instead of massage parlour's site",1.0
6372,0.0,0.5790031922497515,Bandai Gifts Police Gold Gundam After Breaking Up Illegal Gunpla Ring,1.0
6322,0.0,0.5290391148130512,Sierra Leone fans attack player's house after penalty miss,1.0
1303,0.0,0.6654421125592906,"Joker Actor Robert De Niro Lashes Out at President Trump: He’s a “Relentless and Unrepentant, lying Scumbag”",1.0
12189,1.0,0.1510659612146302,"The Investigation Stalled, The Case Went Cold, We Had To Print Something Anyway",0.0
1669,0.0,0.5544610296619156,Future tells his 7th alleged baby mana to start a go fund me for child support,1.0
226,0.0,0.5795918641328588,Trump warns U.S. 'may have to get in wars',1.0
11585,1.0,0.49219116043401834,Mysterious Crate Arrives From London,0.0
15892,1.0,0.2066973424985575,Unpatriotic Man Does Not Maintain Erection During National Anthem,0.0
1676,0.0,0.7003503125413059,Top GOP officials pressure Buffalo Wild Wings to host Trump rally watch party,1.0
11925,1.0,0.29017735857465915,Zangief Blasted For Disrespectful Celebration After Fight In Spain,0.0
12751,1.0,0.32270278990925094,Rudy Giuliani Backtracks On Previous Statements Referring To 9/11 As Tragedy,0.0
2173,0.0,0.8737301497913386,Pro-Hamas website twitter message in honor of Yom Kippur,1.0
8106,1.0,0.3588918427347417,Justin Trudeau Responds To Blackface Criticism With New ‘Triggered?’ Campaign Slogan,0.0
11154,1.0,0.43579584762038925,South Postpones Rising Again For Yet Another Year,0.0
9192,1.0,0.31137538065072046,Coast Guard Terror Suspect Released After Cell Needed For Nonviolent Drug User,0.0
7725,0.0,0.8877390958764714,"[Rovell] JUST IN: LeBron James leaves no potential business opportunity on the table. Over time, he has sought to own “Taco Tuesday.” He has now filed to trademark the phrase for social media posts and a show of that name. First discovered by @JoshGerben",1.0
305,0.0,0.6397409942378214,Man With Three-Foot Penis has Surgery – The Whistler NG,1.0
3742,0.0,0.7452012735737384,Westford resident gives town the middle finger—and there's nothing anyone can do about it,1.0
6124,0.0,0.9859756999371552,I thought of this subreddit immediately after seeing this,1.0
1535,0.0,0.8630494327609924,How to lose stubborn belly fat quickly !!,1.0
3341,0.0,0.5160705436087561,World’s Biggest Gathering of Nigels Attractd 433 Nigels To ‘Celebrate Nigelness’,1.0
13964,1.0,0.302686138208055,"NASA Receives Info On Jupiter's Large Helium Deposits From Juno Probe's Squeaky, High-Pitched Transmission",0.0
6693,0.0,0.6361615228360721,Todd Barket Gets Fingered After Job Application Requiring Finger Printing Ties Him To Cold Case,1.0
4934,0.0,0.6479770190033318,Elon continues to amaze,1.0
6681,0.0,0.6488256164719253,RIP Stan Lee,1.0
8593,1.0,0.30040883759194503,"Homeland Security allows bayonets, but ICE negates toothbrush for wooden teeth.",0.0
11446,1.0,0.3974093439672691,"North Carolina Voter In Heavily Gerrymandered District Somehow Voting For Montana Senate, Mayor Of Phoenix",0.0
9282,1.0,0.1834446034391151,"Article from 1992, photos. Against the rules?",0.0
5902,0.0,0.8399108015597991,Sean Hannity Email Accuses Democrats of Covering Up the Cure for Cancer,1.0
13868,1.0,0.154001983805405,"Desperate Starbucks Now Pleading For People To Masturbate, Use Drugs In Its Restrooms",0.0
12750,1.0,0.44526970622592865,Counter Protesters Far Outnumber White Nationalists At ‘Unite The Right’,0.0
14150,1.0,0.07234595338808235,Kanye West Says Slavery Was A Choice,0.0
12690,1.0,0.43640039917991824,Fox News Apologizes For Mistaking Patti LaBelle For Aretha Franklin,0.0
10786,1.0,0.4645335783013412,By A Space Heater,0.0
4059,0.0,0.9141399237915202,Oh god oh fuck,1.0
12932,1.0,0.2172705382904926,Complete Disaster: This Middle School Had A Sex Ed Assembly About The Importance Of Microwaving Condoms Before And After Intercourse And The Guest Speaker Tried To Break A Cinder Block With His Head And Gave Himself A Concussion,0.0
1831,0.0,0.5508919386887483,I had to reread the title a few times,1.0
2227,0.0,0.5598837231771737,Complaints resurface in Arlington Heights over sprawling homes being built that dwarf the existing ones,1.0
10004,1.0,0.4869007026193928,Sweating CornNuts VP Stammers Way Through Pitch For ‘Nutsarito’ At Taco Bell,0.0
9931,1.0,0.38203458948781954,This is not up for debate.,0.0
15735,1.0,0.3633722732957974,Mutant Hockey League Worried City Of St. Mucus Won’t Publicly Finance New Arena For Ooze,0.0
8604,1.0,0.0737645972810615,Climate Change is no joke Jim,0.0
6309,0.0,0.5730402782824134,Adopted penguin chick at Sea Life London to be raised as gender-neutral,1.0
13291,1.0,0.27271160160560276,Mom shoots New Zealand man who flew to US to confront teen he met online,0.0
4499,0.0,0.6280112628636254,Gujarat: Gay lion pride on march in rainbow Gir,1.0
1464,0.0,0.9501746427615595,How U.S Deal with it's Allied?,1.0
10359,1.0,0.10104631181702303,"Dick Cheney Finally Hunts Down, Kills Man He Shot In Face In 2006",0.0
6332,0.0,0.9575252642495347,Scientists uncover new evidence of the asteroid that killed off the dinosaurs,1.0
14031,1.0,0.4800405569886408,Atheists Will Not Have An Answer For This!,0.0
10811,1.0,0.351833715097344,Taco Bell Warns Employees Against Directly Exposing Skin To Food,0.0
10064,1.0,0.07046593188137663,"Due to over crowding and traffic issues in Yosemite, massive construction ensues.",0.0
11699,1.0,0.0719511357716536,Righting Wrongs: Subway’s New Spokesperson Is A Man Who Gained 300 Pounds Eating Its Sandwiches And Also Has No Plans To Act On His Lust For Children,0.0
3585,0.0,0.9000338230041683,"Beto Goes to Kent State, Argues Only the Government Can Be Trusted With Guns",1.0
3766,0.0,0.6572887455604978,Not sure if this is already here but,1.0
6488,0.0,0.6417163485187097,Cop Downloads Porn on Grieving Family’s TV While Watching Over Their Dead Son’s Body,1.0
16980,1.0,0.42240087677840493,"Life: Customer Service FTW: Best Buy Is Constructing 40,000 Terra-Cotta Geek Squad Agents To Fix Its Customers’ Computers In The Afterlife",0.0
636,0.0,0.8847539586104743,"When you’re on the phone, but have nothing to talk about.",1.0
13691,1.0,0.4474879713643341,Dentist Can Tell Patient Hasn’t Been Brushing Hair,0.0
5820,0.0,0.6202273414022762,As someone mentioned: What if your name is Mohammad?,1.0
6288,0.0,0.8059244104617221,Japanese Clerk Allegedly Stole Over 1300 Credit Cards By Instantly Memorizing All The Numbers,1.0
14405,1.0,0.12847860704523237,TGI Fridays Is A Human Right,0.0
7254,0.0,0.8791548753184738,Check Out How To Start A Yahoo Auction Business | Auction Business solutions,1.0
1199,0.0,0.8048577564179292,7 Quick Relaxation Techniques to Relieve Stress,1.0
2431,0.0,0.6419634280295176,Southfield church offering drive-through blessings for pets,1.0
6621,0.0,0.5426787837784817,"Large Underwater Observatory Disappears Without a Trace, Baffling Scientists",1.0
4038,0.0,0.6876885610502912,Theories surrounding the Missing Years of Christ,1.0
1210,0.0,0.5131303434389342,Mom Begs College Girls To Stop Wearing Leggings So They Don’t “Tempt Her Sons”,1.0
8253,1.0,0.46641628867711765,Voting Machines Elect One Of Their Own As President,0.0
11744,1.0,0.4527810786628685,Asshole From Plane Greeted At Baggage Claim By Whole Family,0.0
6331,0.0,0.6250366050617494,Maryland Highway Administration Takes Down ‘Negro Mountain’ Road Signs Over Concerns Of Racial Insensitivity,1.0
15638,1.0,0.36007198771574145,Seemingly Mentally Ill Internet Commenter Presumably Functions In Outside World,0.0
16513,1.0,0.47106387497897356,Supreme Court's Sidekick Kid Justice Killed By Mad Genius Dr. Contempto,0.0
5108,0.0,0.9127423663724549,Dozens of bodies found in plastic bags in Mexico mass grave,1.0
16298,1.0,0.3438432397978178,Styrofoam To Spend Next 500 Years Reflecting On How Well It Protected Blender In Transport,0.0
4206,0.0,0.7813954190030954,"Someone set a trapped raccoon on fire in New Jersey, there’s a reward out for information",1.0
11181,1.0,0.3728588787568594,More Than 43 Million Travel Home For Thanksgiving,0.0
1456,0.0,0.7499930087351264,Savarkar had many faces – but Hindutva has only one,1.0
7923,1.0,0.15012146391399273,Lucky Break For Wendy’s: A Woman Found A Dead Rat In Her Wendy’s Fries And She’s Absolutely Ecstatic About It,0.0
13156,1.0,0.3808438955198209,Suicides increase 250% as Suicide Prevention Lifeline experiments with emotional support cats.,0.0
2513,0.0,0.5868092959144805,Nepal declared open-defecation free country,1.0
16022,1.0,0.02030752145385582,Bangor Police Bring In Stephen King To Help Track Demonic Car That Killed Woman,0.0
13888,1.0,0.21827419236024803,Minot Air Force Base launches search for missing Minuteman nuclear missile,0.0
16429,1.0,0.40150742034839954,Must See: ’80s Throwback! Johnson &amp; Johnson Is Releasing A Limited-Edition Bottle Of Poison Tylenol,0.0
12312,1.0,0.41720778910714756,More Than 1 Million Ordered To Evacuate Due To Hurricane Florence,0.0
6820,0.0,0.5671149608632539,Drunk racoons seen stumbling around Stittsville,1.0
2579,0.0,0.7027660268693412,We live in the worst really,1.0
9362,1.0,0.3222580754295754,"Ah, Christ. Not Another Bladder Full Of Urine.",0.0
797,0.0,0.8877704066490563,Didn’t get enough tomatoes ?,1.0
3151,0.0,0.6126157466890406,Legal Experts Warn Amber Guyger Verdict Could Set Dangerous Precedent Of Police Officers Not Being Allowed To Shoot Anyone They Want,1.0
15762,1.0,0.46266810523852187,Hostages Trapped Inside Walmart Insisting They Never Shop At Walmart,0.0
14821,1.0,0.4991218434029504,Is It Time For The NCAA To Start Paying The Coaches?,0.0
12962,1.0,0.3347185993021522,World-Eating Leviathan Awoken From 500-Million-Year Slumber In Martian Underground Lake After Feeling Sonar Disturbance,0.0
7789,0.0,0.6900182780970516,"Scott Walker, a 47-Year-Old Man, Blames Bald Spot on Violent Sink Encounter",1.0
6492,0.0,0.598799701188913,Have you been declawed?,1.0
12214,1.0,0.18836370753399267,Brad Pitt’s Foundation Sued For Building Shoddy Homes After Katrina,0.0
336,0.0,0.5989048299405407,Ohio mom discovers home-invader about to give her 2-year-old a bath,1.0
3676,0.0,0.7056475729659984,Pope Francis Emphasizes ‘The Strength Of Nouns’ While Denouncing Adjectives,1.0
5064,0.0,0.7839628655988256,Trumps presidency just keeps getting more ridiculous each day.,1.0
4285,0.0,0.6845152484223708,"Cleveland Vibrator Company expanding, moving to new location",1.0
8520,1.0,0.2496992371568651,Federal Officials Investigating Man Posting Racist Attacks Online Armed With Millions Of Explosives,0.0
7961,1.0,0.1448402010406594,"‘They Can’t Arrest Both Of Us,’ Says Giuliani Handcuffing Himself To Times Square Pikachu",0.0
7033,0.0,0.7361984712160706,Brain trauma suffered by U.S. diplomats abroad could be work of hostile foreign government,1.0
7775,0.0,0.5526607985778741,Talking about demonizing gay people,1.0
13926,1.0,0.3868018185575027,The Onion Not F*ing Around Anymore With Israel,0.0
6920,0.0,0.5067185109633942,Small Ontario town named Orono asking city to donate old Toronto sign,1.0
9940,1.0,0.042946223514709905,"Volatile India-Pakistan Standoff in 11,680th Day",0.0
12726,1.0,0.2609101531806761,More Than 100 U.S. Newspapers Plan Editorials Decrying Trump’s Attacks On Media,0.0
8149,1.0,0.48455072736540716,Weather Channel Accused of Pro-Weather Bias,0.0
10814,1.0,0.4004893431702697,Mall Santa Crying Hysterically In Photo With Toddler,0.0
3792,0.0,0.906072886512001,Roseanne Barr version of anthem disrupts Delaware volleyball match,1.0
6931,0.0,0.9199711862493464,Des Moines attorney unveils her life as a prostitute,1.0
6140,0.0,0.5355216485359743,YO!Sushi rebrands to Yo!SushiRamenKatsuCurryBaoBurgerGyozaFriesYakisobaMochiBallsFriedChickenPopcornShrimpBeefTeriyakiChocolateBrownie,1.0
8819,1.0,0.18101045449870792,A Chance For Diplomacy: The U.S. State Department Is Hoping President Trump Can Convince Queen Elizabeth To Stop Developing Nuclear Weapons In Her Attic,0.0
5993,0.0,0.6432737405488261,"After their founder was voted out in Survivor, Boost Juice gives sale available to everyone in Australia, except for the 4 people who voted her out",1.0
5482,0.0,0.836924198989199,Astronomers discover hungry black hole that demands three square meals a day,1.0
7273,0.0,0.5010002102377578,Four new staff to be employed by Dublin council to enforce new sandwich board rules,1.0
1908,0.0,0.6146642530783174,"Upstate car dealership offering Bible, AR-15 and American flags with purchase of car",1.0
16424,1.0,0.4243227471372545,Veteran Told What Offends Him,0.0
9079,1.0,0.14069582197916392,"‘Voila,’ Yells Exhausted Lady Gaga During 149th Consecutive Costume Change As Met Visitors Gingerly Step Over Her",0.0
3970,0.0,0.5744782900979719,Muslim tolerant community is concerned at sign which states Islam is right about women,1.0
9442,1.0,0.36647588806942966,Conor McGregor Running Courthouse Steps In Garbage Bag To Make Weight For Pre-Arraignment,0.0
9694,1.0,0.34829491905568954,"Wireless Headphones May Pose Cancer Risk, Experts Say",0.0
12700,1.0,0.46850319708801186,Allow Me To Demon ‘Strate,0.0
7032,0.0,0.5044657889654176,Woman withdraws rape case after falling in love with the rapist,1.0
4271,0.0,0.6384006988713813,"Disneyland Paris visitor on bad LSD trip falls into Adventureland lake, turns up naked after 130-person search",1.0
5515,0.0,0.9867597486247112,Ford study reveals 4 out of 10 Americans believe EVs are powered by gasoline,1.0
14998,1.0,0.36060359585268414,Morale Low At State Department After Only Employee Fired,0.0
8146,1.0,0.44633476665711247,Green Giant Offering Program Where Gun Owners Can Trade In Firearms For Green Beans,0.0
12951,1.0,0.46423923232449826,Music Compels Weak Man To Dance,0.0
11358,1.0,0.37775005109315063,World War II Hero Cursed Out For Driving Speed Limit,0.0
16014,1.0,0.2569026978698472,Trump Retweets Video From Anti-Muslim Hate Group,0.0
8892,1.0,0.28435306289117923,"Chicago Authorities Free Over 2,000 Southpaws From Illegal Mascot Mill",0.0
3697,0.0,0.804158825095234,Somebody thought it'd be a good idea to sell scented scissors to children,1.0
8549,1.0,0.3320336128467223,The guardian is back in business boys,0.0
11129,1.0,0.15379640098002964,Sexier Than Ever: Dwayne ‘The Rock’ Johnson Is Looking Amazing After Murdering His Uncle And Stealing His Wig,0.0
6557,0.0,0.6625969812234661,Beak fitness: New Zealand develops roadside gym for endangered keas,1.0
12323,1.0,0.17074212080839782,"Cameraman Strikes Gold With Tubby Fan Eating Ice Cream, Dancing, Holding Baby",0.0
